ID_Transaksi,Tanggal_Transaksi,Nama_Produk,Kategori_Produk,Nama_Pelanggan,Kota,Channel_Penjualan,Jumlah_Beli,Harga_Satuan,Diskon_Persen,Kode_Status_Pengiriman
TRX410,2024-01-28 18:00:55,Google Pixel 8,Smartphone,Indra Maulana,Medan,Mobile App,1,15000000,10,DLV-02
TRX411,2024-01-28 12:30:00,AirPods Pro 2,Audio,Joko Susilo,Jakarta,In-Store,1,4000000,0,DLV-02
TRX412,2024-01-28 15:10:40,ASUS ROG Zephyrus G14,Laptop,Agus Wijaya,Jakarta,Website,1,29500000,15,CNL-04
TRX413,2024-01-29 17:50:25,Anker PowerCore 10000,Aksesoris,Siti Lestari ,Bandung,Mobile App,3,500000,5,DLV-02
TRX414,2024-01-29 20:25:15,LG UltraGear 27,Monitor,Budi Santoso,Jakarta,Website,1,9500000,10,DLV-02
TRX415,2024-01-29 14:05:05,Xiaomi 14,Smartphone,Kartika Sari,Semarang,In-Store,1,12000000,0,DLV-02
TRX416,2024-01-30 11:35:50,Lenovo ThinkPad X1 Carbon,Laptop,Lina Marlina,Surabaya,Mobile App,1,35000000,15,SHP-01
TRX417,2024-01-30 09:00:30,Bose QuietComfort Ultra,Audio,Mega Wati,Jakarta,Website,1,6200000,5,DLV-02
TRX418,2024-01-30 10:10:20,HP Spectre x360,Laptop,Nanda Putra,Bandung,Mobile App,1,26000000,10,DLV-02
TRX419,2024-01-31 16:45:10,Samsung Galaxy Watch 6,Aksesoris,Putri Amelia,Jakarta,In-Store,1,5000000,0,DLV-02
TRX420,2024-01-31 19:20:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,15,SHP-01
TRX421,2024-02-17 08:45:10,iPhone 15,Smartphone, Eko Prasetyo ,Yogyakarta,Website,1,21000000,10,DLV-02
TRX422,2024-02-18 15:30:20,Samsung Galaxy S24,Smartphone,Fitri Handayani,Bandung,Mobile App,1,18500000,10,DLV-02
TRX423,2024-02-19 20:00:00,Sony WH-1000XM5,Audio,Gilang Ramadhan,Surabaya,In-Store,1,5500000,0,DLV-02
TRX424,2024-02-20 09:30:00,Dell XPS 15,Laptop,Hana Yuliana,Jakarta,Website,1,32000000,15,SHP-01
TRX425,2024-02-21 12:10:30,Apple Watch Series 9,Aksesoris,Indra Maulana,Medan,Mobile App,2,7500000,5,DLV-02
TRX426,2024-02-22 17:00:15,MacBook Air M2,Laptop,Joko Susilo,Jakarta,Website,1,23000000,10,DLV-02
TRX427,2024-02-23 21:30:50,JBL Charge 5,Audio,Kartika Sari,Semarang,In-Store,1,2500000,0,DLV-02
TRX428,2024-02-24 14:00:45,Samsung Odyssey G9,Monitor,Lina Marlina,Surabaya,Mobile App,1,28000000,15,SHP-01
TRX429,2024-02-25 11:00:00,Logitech MX Master 3S,Aksesoris,Mega Wati,Jakarta,Website,1,1800000,5,DLV-02
TRX430,2024-02-26 18:30:30,Google Pixel 8,Smartphone,Nanda Putra,Bandung,Mobile App,1,15000000,10,RTN-03
TRX431,2024-02-27 13:00:10,AirPods Pro 2,Audio,Putri Amelia,Jakarta,In-Store,1,4000000,0,DLV-02
TRX432,2024-02-28 16:00:00,ASUS ROG Zephyrus G14,Laptop,Siti Lestari ,Bandung,Website,1,29500000,15,DLV-02
TRX433,2024-03-01 18:20:20,Anker PowerCore 10000,Aksesoris,Budi Santoso,Jakarta,Mobile App,1,500000,5,DLV-02
TRX434,2024-03-02 20:45:00,LG UltraGear 27,Monitor,Agus Wijaya,Jakarta,Website,1,9500000,10,CNL-04
TRX435,2024-03-03 14:30:40,Xiaomi 14,Smartphone,Dewi Puspita,Surabaya,In-Store,1,12000000,0,DLV-02
TRX436,2024-03-04 11:50:10,Lenovo ThinkPad X1 Carbon,Laptop,Hana Yuliana,Jakarta,Mobile App,1,35000000,15,SHP-01
TRX437,2024-03-05 09:15:00,Bose QuietComfort Ultra,Audio, Eko Prasetyo ,Yogyakarta,Website,1,6200000,5,DLV-02
TRX438,2024-03-06 10:30:00,HP Spectre x360,Laptop,Fitri Handayani,Bandung,Mobile App,1,26000000,10,DLV-02
TRX439,2024-03-07 17:00:00,Samsung Galaxy Watch 6,Aksesoris,Gilang Ramadhan,Surabaya,In-Store,2,5000000,0,DLV-02
TRX440,2024-03-08 19:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,15,SHP-01
TRX441,2024-04-10 09:00:00,iPhone 15,Smartphone, Indra Maulana,Medan,Website,1,21000000,10,DLV-02
TRX442,2024-04-11 16:00:00,Samsung Galaxy S24,Smartphone,Joko Susilo,Jakarta,Mobile App,1,18500000,10,DLV-02
TRX443,2024-04-12 20:30:00,Sony WH-1000XM5,Audio,Kartika Sari,Semarang,In-Store,1,5500000,0,DLV-02
TRX444,2024-04-13 10:00:00,Dell XPS 15,Laptop,Lina Marlina,Surabaya,Website,1,32000000,15,SHP-01
TRX445,2024-04-14 12:45:00,Apple Watch Series 9,Aksesoris,Mega Wati,Jakarta,Mobile App,1,7500000,5,DLV-02
TRX446,2024-04-15 17:30:00,MacBook Air M2,Laptop,Nanda Putra,Bandung,Website,1,23000000,10,DLV-02
TRX447,2024-04-16 22:00:00,JBL Charge 5,Audio,Putri Amelia,Jakarta,In-Store,1,2500000,0,RTN-03
TRX448,2024-04-17 14:30:00,Samsung Odyssey G9,Monitor,Siti Lestari ,Bandung,Mobile App,1,28000000,15,SHP-01
TRX449,2024-04-18 11:30:00,Logitech MX Master 3S,Aksesoris,Budi Santoso,Jakarta,Website,2,1800000,5,DLV-02
TRX450,2024-04-19 19:00:00,Google Pixel 8,Smartphone,Agus Wijaya,Jakarta,Mobile App,1,15000000,10,DLV-02
TRX451,2024-04-20 13:30:00,AirPods Pro 2,Audio,Dewi Puspita,Surabaya,In-Store,1,4000000,0,DLV-02
TRX452,2024-04-21 16:30:00,ASUS ROG Zephyrus G14,Laptop, Eko Prasetyo ,Yogyakarta,Website,1,29500000,15,DLV-02
TRX453,2024-04-22 18:50:00,Anker PowerCore 10000,Aksesoris,Fitri Handayani,Bandung,Mobile App,1,500000,5,DLV-02
TRX454,2024-04-23 21:15:00,LG UltraGear 27,Monitor,Gilang Ramadhan,Surabaya,Website,1,9500000,10,DLV-02
TRX455,2024-04-24 15:00:00,Xiaomi 14,Smartphone,Hana Yuliana,Jakarta,In-Store,1,12000000,0,DLV-02
TRX456,2024-04-25 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Joko Susilo,Jakarta,Mobile App,1,35000000,15,SHP-01
TRX457,2024-04-26 09:45:00,Bose QuietComfort Ultra,Audio,Indra Maulana,Medan,Website,1,6200000,5,CNL-04
TRX458,2024-04-27 11:00:00,HP Spectre x360,Laptop,Kartika Sari,Semarang,Mobile App,1,26000000,10,DLV-02
TRX459,2024-04-28 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Lina Marlina,Surabaya,In-Store,1,5000000,0,DLV-02
TRX460,2024-04-29 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,15,SHP-01
TRX461,2024-05-15 09:00:00,iPhone 15,Smartphone,Mega Wati,Jakarta,Website,1,21000000,10,DLV-02
TRX462,2024-05-16 16:30:00,Samsung Galaxy S24,Smartphone,Nanda Putra,Bandung,Mobile App,1,18500000,10,DLV-02
TRX463,2024-05-17 21:00:00,Sony WH-1000XM5,Audio,Putri Amelia,Jakarta,In-Store,1,5500000,0,DLV-02
TRX464,2024-05-18 10:30:00,Dell XPS 15,Laptop,Siti Lestari ,Bandung,Website,1,32000000,15,SHP-01
TRX465,2024-05-19 13:15:00,Apple Watch Series 9,Aksesoris,Budi Santoso,Jakarta,Mobile App,1,7500000,5,DLV-02
TRX466,2024-05-20 18:00:00,MacBook Air M2,Laptop,Agus Wijaya,Jakarta,Website,1,23000000,10,DLV-02
TRX467,2024-05-21 22:30:00,JBL Charge 5,Audio,Dewi Puspita,Surabaya,In-Store,2,2500000,0,DLV-02
TRX468,2024-05-22 15:00:00,Samsung Odyssey G9,Monitor, Eko Prasetyo ,Yogyakarta,Mobile App,1,28000000,15,SHP-01
TRX469,2024-05-23 12:00:00,Logitech MX Master 3S,Aksesoris,Fitri Handayani,Bandung,Website,1,1800000,5,DLV-02
TRX470,2024-05-24 19:30:00,Google Pixel 8,Smartphone,Gilang Ramadhan,Surabaya,Mobile App,1,15000000,10,DLV-02
TRX471,2024-05-25 14:00:00,AirPods Pro 2,Audio,Hana Yuliana,Jakarta,In-Store,1,4000000,0,DLV-02
TRX472,2024-05-26 17:00:00,ASUS ROG Zephyrus G14,Laptop,Indra Maulana,Medan,Website,1,29500000,15,RTN-03
TRX473,2024-05-27 19:20:00,Anker PowerCore 10000,Aksesoris,Joko Susilo,Jakarta,Mobile App,1,500000,5,DLV-02
TRX474,2024-05-28 21:45:00,LG UltraGear 27,Monitor,Kartika Sari,Semarang,Website,1,9500000,10,DLV-02
TRX475,2024-05-29 15:30:00,Xiaomi 14,Smartphone,Lina Marlina,Surabaya,In-Store,1,12000000,0,DLV-02
TRX476,2024-05-30 12:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Nanda Putra,Bandung,Mobile App,1,35000000,15,SHP-01
TRX477,2024-05-31 10:15:00,Bose QuietComfort Ultra,Audio,Mega Wati,Jakarta,Website,1,6200000,5,DLV-02
TRX478,2024-06-01 11:30:00,HP Spectre x360,Laptop,Putri Amelia,Jakarta,Mobile App,1,26000000,10,CNL-04
TRX479,2024-06-02 18:00:00,Samsung Galaxy Watch 6,Aksesoris,Siti Lestari ,Bandung,In-Store,1,5000000,0,DLV-02
TRX480,2024-06-03 20:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,15,SHP-01
TRX481,2024-06-20 08:30:00,iPhone 15,Smartphone,Agus Wijaya,Jakarta,Website,1,21000000,5,DLV-02
TRX482,2024-06-21 15:00:00,Samsung Galaxy S24,Smartphone,Dewi Puspita,Surabaya,Mobile App,1,18500000,5,DLV-02
TRX483,2024-06-22 19:30:00,Sony WH-1000XM5,Audio, Eko Prasetyo ,Yogyakarta,In-Store,1,5500000,0,DLV-02
TRX484,2024-06-23 10:00:00,Dell XPS 15,Laptop,Fitri Handayani,Bandung,Website,1,32000000,10,SHP-01
TRX485,2024-06-24 12:30:00,Apple Watch Series 9,Aksesoris,Gilang Ramadhan,Surabaya,Mobile App,1,7500000,5,DLV-02
TRX486,2024-06-25 17:00:00,MacBook Air M2,Laptop,Hana Yuliana,Jakarta,Website,1,23000000,10,DLV-02
TRX487,2024-06-26 21:30:00,JBL Charge 5,Audio,Indra Maulana,Medan,In-Store,1,2500000,0,DLV-02
TRX488,2024-06-27 14:00:00,Samsung Odyssey G9,Monitor,Joko Susilo,Jakarta,Mobile App,1,28000000,10,SHP-01
TRX489,2024-06-28 11:00:00,Logitech MX Master 3S,Aksesoris,Kartika Sari,Semarang,Website,1,1800000,5,DLV-02
TRX490,2024-06-29 18:30:00,Google Pixel 8,Smartphone,Lina Marlina,Surabaya,Mobile App,1,15000000,5,RTN-03
TRX491,2024-06-30 13:00:00,AirPods Pro 2,Audio,Mega Wati,Jakarta,In-Store,2,4000000,0,DLV-02
TRX492,2024-07-01 16:00:00,ASUS ROG Zephyrus G14,Laptop,Nanda Putra,Bandung,Website,1,29500000,10,DLV-02
TRX493,2024-07-02 18:20:00,Anker PowerCore 10000,Aksesoris,Putri Amelia,Jakarta,Mobile App,1,500000,5,DLV-02
TRX494,2024-07-03 20:45:00,LG UltraGear 27,Monitor,Siti Lestari ,Bandung,Website,1,9500000,5,DLV-02
TRX495,2024-07-04 14:30:00,Xiaomi 14,Smartphone,Budi Santoso,Jakarta,In-Store,1,12000000,0,DLV-02
TRX496,2024-07-05 11:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Agus Wijaya,Jakarta,Mobile App,1,35000000,10,SHP-01
TRX497,2024-07-06 09:15:00,Bose QuietComfort Ultra,Audio,Dewi Puspita,Surabaya,Website,1,6200000,5,DLV-02
TRX498,2024-07-07 10:30:00,HP Spectre x360,Laptop, Eko Prasetyo ,Yogyakarta,Mobile App,1,26000000,5,CNL-04
TRX499,2024-07-08 17:00:00,Samsung Galaxy Watch 6,Aksesoris,Fitri Handayani,Bandung,In-Store,1,5000000,0,DLV-02
TRX500,2024-07-09 19:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,10,SHP-01
TRX501,2024-08-15 09:00:00,iPhone 15,Smartphone,Gilang Ramadhan,Surabaya,Website,1,21000000,15,DLV-02
TRX502,2024-08-16 16:00:00,Samsung Galaxy S24,Smartphone,Hana Yuliana,Jakarta,Mobile App,1,18500000,15,DLV-02
TRX503,2024-08-17 20:30:00,Sony WH-1000XM5,Audio,Indra Maulana,Medan,In-Store,1,5500000,0,DLV-02
TRX504,2024-08-18 10:00:00,Dell XPS 15,Laptop,Joko Susilo,Jakarta,Website,1,32000000,20,SHP-01
TRX505,2024-08-19 12:45:00,Apple Watch Series 9,Aksesoris,Kartika Sari,Semarang,Mobile App,1,7500000,10,DLV-02
TRX506,2024-08-20 17:30:00,MacBook Air M2,Laptop,Lina Marlina,Surabaya,Website,1,23000000,15,DLV-02
TRX507,2024-08-21 22:00:00,JBL Charge 5,Audio,Mega Wati,Jakarta,In-Store,1,2500000,0,DLV-02
TRX508,2024-08-22 14:30:00,Samsung Odyssey G9,Monitor,Nanda Putra,Bandung,Mobile App,1,28000000,20,SHP-01
TRX509,2024-08-23 11:30:00,Logitech MX Master 3S,Aksesoris,Putri Amelia,Jakarta,Website,1,1800000,10,DLV-02
TRX510,2024-08-24 19:00:00,Google Pixel 8,Smartphone,Siti Lestari ,Bandung,Mobile App,1,15000000,15,DLV-02
TRX511,2024-08-25 13:30:00,AirPods Pro 2,Audio,Budi Santoso,Jakarta,In-Store,1,4000000,0,DLV-02
TRX512,2024-08-26 16:30:00,ASUS ROG Zephyrus G14,Laptop,Agus Wijaya,Jakarta,Website,1,29500000,20,RTN-03
TRX513,2024-08-27 18:50:00,Anker PowerCore 10000,Aksesoris,Dewi Puspita,Surabaya,Mobile App,2,500000,10,DLV-02
TRX514,2024-08-28 21:15:00,LG UltraGear 27,Monitor, Eko Prasetyo ,Yogyakarta,Website,1,9500000,15,DLV-02
TRX515,2024-08-29 15:00:00,Xiaomi 14,Smartphone,Fitri Handayani,Bandung,In-Store,1,12000000,0,DLV-02
TRX516,2024-08-30 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Gilang Ramadhan,Surabaya,Mobile App,1,35000000,20,SHP-01
TRX517,2024-08-31 09:45:00,Bose QuietComfort Ultra,Audio,Hana Yuliana,Jakarta,Website,1,6200000,10,DLV-02
TRX518,2024-09-01 11:00:00,HP Spectre x360,Laptop,Indra Maulana,Medan,Mobile App,1,26000000,15,DLV-02
TRX519,2024-09-02 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Joko Susilo,Jakarta,In-Store,1,5000000,0,CNL-04
TRX520,2024-09-03 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,20,SHP-01
TRX521,2024-09-25 09:00:00,iPhone 15,Smartphone,Kartika Sari,Semarang,Website,1,21000000,5,DLV-02
TRX522,2024-09-26 16:00:00,Samsung Galaxy S24,Smartphone,Lina Marlina,Surabaya,Mobile App,1,18500000,5,DLV-02
TRX523,2024-09-27 20:30:00,Sony WH-1000XM5,Audio,Mega Wati,Jakarta,In-Store,1,5500000,0,DLV-02
TRX524,2024-09-28 10:00:00,Dell XPS 15,Laptop,Nanda Putra,Bandung,Website,1,32000000,10,SHP-01
TRX525,2024-09-29 12:45:00,Apple Watch Series 9,Aksesoris,Putri Amelia,Jakarta,Mobile App,1,7500000,5,DLV-02
TRX526,2024-09-30 17:30:00,MacBook Air M2,Laptop,Siti Lestari ,Bandung,Website,1,23000000,10,DLV-02
TRX527,2024-10-01 22:00:00,JBL Charge 5,Audio,Budi Santoso,Jakarta,In-Store,1,2500000,0,DLV-02
TRX528,2024-10-02 14:30:00,Samsung Odyssey G9,Monitor,Agus Wijaya,Jakarta,Mobile App,1,28000000,10,SHP-01
TRX529,2024-10-03 11:30:00,Logitech MX Master 3S,Aksesoris,Dewi Puspita,Surabaya,Website,1,1800000,5,DLV-02
TRX530,2024-10-04 19:00:00,Google Pixel 8,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,15000000,5,DLV-02
TRX531,2024-10-05 13:30:00,AirPods Pro 2,Audio,Fitri Handayani,Bandung,In-Store,1,4000000,0,RTN-03
TRX532,2024-10-06 16:30:00,ASUS ROG Zephyrus G14,Laptop,Gilang Ramadhan,Surabaya,Website,1,29500000,10,DLV-02
TRX533,2024-10-07 18:50:00,Anker PowerCore 10000,Aksesoris,Hana Yuliana,Jakarta,Mobile App,1,500000,5,DLV-02
TRX534,2024-10-08 21:15:00,LG UltraGear 27,Monitor,Indra Maulana,Medan,Website,1,9500000,5,DLV-02
TRX535,2024-10-09 15:00:00,Xiaomi 14,Smartphone,Joko Susilo,Jakarta,In-Store,1,12000000,0,DLV-02
TRX536,2024-10-10 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Kartika Sari,Semarang,Mobile App,1,35000000,10,SHP-01
TRX537,2024-10-11 09:45:00,Bose QuietComfort Ultra,Audio,Lina Marlina,Surabaya,Website,1,6200000,5,DLV-02
TRX538,2024-10-12 11:00:00,HP Spectre x360,Laptop,Mega Wati,Jakarta,Mobile App,1,26000000,5,DLV-02
TRX539,2024-10-13 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Nanda Putra,Bandung,In-Store,1,5000000,0,DLV-02
TRX540,2024-10-14 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,10,SHP-01
TRX541,2024-11-01 10:00:00,iPhone 15,Smartphone,Putri Amelia,Jakarta,Website,1,21000000,15,DLV-02
TRX542,2024-11-02 16:30:00,Samsung Galaxy S24,Smartphone,Siti Lestari ,Bandung,Mobile App,1,18500000,15,DLV-02
TRX543,2024-11-03 21:00:00,Sony WH-1000XM5,Audio,Budi Santoso,Jakarta,In-Store,1,5500000,0,CNL-04
TRX544,2024-11-04 10:30:00,Dell XPS 15,Laptop,Agus Wijaya,Jakarta,Website,1,32000000,20,SHP-01
TRX545,2024-11-05 13:15:00,Apple Watch Series 9,Aksesoris,Dewi Puspita,Surabaya,Mobile App,1,7500000,10,DLV-02
TRX546,2024-11-06 18:00:00,MacBook Air M2,Laptop, Eko Prasetyo ,Yogyakarta,Website,1,23000000,15,DLV-02
TRX547,2024-11-07 22:30:00,JBL Charge 5,Audio,Fitri Handayani,Bandung,In-Store,1,2500000,0,DLV-02
TRX548,2024-11-08 15:00:00,Samsung Odyssey G9,Monitor,Gilang Ramadhan,Surabaya,Mobile App,1,28000000,20,SHP-01
TRX549,2024-11-09 12:00:00,Logitech MX Master 3S,Aksesoris,Hana Yuliana,Jakarta,Website,1,1800000,10,DLV-02
TRX550,2024-11-10 19:30:00,Google Pixel 8,Smartphone,Indra Maulana,Medan,Mobile App,1,15000000,15,DLV-02
TRX551,2024-11-11 14:00:00,AirPods Pro 2,Audio,Joko Susilo,Jakarta,In-Store,1,4000000,0,DLV-02
TRX552,2024-11-12 17:00:00,ASUS ROG Zephyrus G14,Laptop,Kartika Sari,Semarang,Website,1,29500000,20,DLV-02
TRX553,2024-11-13 19:20:00,Anker PowerCore 10000,Aksesoris,Lina Marlina,Surabaya,Mobile App,3,500000,10,DLV-02
TRX554,2024-11-14 21:45:00,LG UltraGear 27,Monitor,Mega Wati,Jakarta,Website,1,9500000,15,DLV-02
TRX555,2024-11-15 15:30:00,Xiaomi 14,Smartphone,Nanda Putra,Bandung,In-Store,1,12000000,0,DLV-02
TRX556,2024-11-16 12:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Siti Lestari ,Bandung,Mobile App,1,35000000,20,SHP-01
TRX557,2024-11-17 10:15:00,Bose QuietComfort Ultra,Audio,Putri Amelia,Jakarta,Website,1,6200000,10,RTN-03
TRX558,2024-11-18 11:30:00,HP Spectre x360,Laptop,Budi Santoso,Jakarta,Mobile App,1,26000000,15,DLV-02
TRX559,2024-11-19 18:00:00,Samsung Galaxy Watch 6,Aksesoris,Agus Wijaya,Jakarta,In-Store,1,5000000,0,DLV-02
TRX560,2024-11-20 20:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,20,SHP-01
TRX561,2024-12-11 08:30:00,iPhone 15,Smartphone,Dewi Puspita,Surabaya,Website,1,21000000,5,DLV-02
TRX562,2024-12-12 15:00:00,Samsung Galaxy S24,Smartphone, Eko Prasetyo ,Yogyakarta,Mobile App,1,18500000,5,DLV-02
TRX563,2024-12-13 19:30:00,Sony WH-1000XM5,Audio,Fitri Handayani,Bandung,In-Store,1,5500000,0,DLV-02
TRX564,2024-12-14 10:00:00,Dell XPS 15,Laptop,Gilang Ramadhan,Surabaya,Website,1,32000000,10,SHP-01
TRX565,2024-12-15 12:30:00,Apple Watch Series 9,Aksesoris,Hana Yuliana,Jakarta,Mobile App,1,7500000,5,DLV-02
TRX566,2024-12-16 17:00:00,MacBook Air M2,Laptop,Indra Maulana,Medan,Website,1,23000000,10,DLV-02
TRX567,2024-12-17 21:30:00,JBL Charge 5,Audio,Joko Susilo,Jakarta,In-Store,1,2500000,0,DLV-02
TRX568,2024-12-18 14:00:00,Samsung Odyssey G9,Monitor,Kartika Sari,Semarang,Mobile App,1,28000000,10,SHP-01
TRX569,2024-12-19 11:00:00,Logitech MX Master 3S,Aksesoris,Lina Marlina,Surabaya,Website,1,1800000,5,DLV-02
TRX570,2024-12-20 18:30:00,Google Pixel 8,Smartphone,Mega Wati,Jakarta,Mobile App,1,15000000,5,DLV-02
TRX571,2024-12-21 13:00:00,AirPods Pro 2,Audio,Nanda Putra,Bandung,In-Store,1,4000000,0,DLV-02
TRX572,2024-12-22 16:00:00,ASUS ROG Zephyrus G14,Laptop,Putri Amelia,Jakarta,Website,1,29500000,10,DLV-02
TRX573,2024-12-23 18:20:00,Anker PowerCore 10000,Aksesoris,Siti Lestari ,Bandung,Mobile App,1,500000,5,CNL-04
TRX574,2024-12-24 20:45:00,LG UltraGear 27,Monitor,Budi Santoso,Jakarta,Website,1,9500000,5,DLV-02
TRX575,2024-12-25 14:30:00,Xiaomi 14,Smartphone,Agus Wijaya,Jakarta,In-Store,1,12000000,0,DLV-02
TRX576,2024-12-26 11:50:00,Lenovo ThinkPad X1 Carbon,Laptop,Dewi Puspita,Surabaya,Mobile App,1,35000000,10,SHP-01
TRX577,2024-12-27 09:15:00,Bose QuietComfort Ultra,Audio, Eko Prasetyo ,Yogyakarta,Website,1,6200000,5,DLV-02
TRX578,2024-12-28 10:30:00,HP Spectre x360,Laptop,Fitri Handayani,Bandung,Mobile App,1,26000000,5,DLV-02
TRX579,2024-12-29 17:00:00,Samsung Galaxy Watch 6,Aksesoris,Gilang Ramadhan,Surabaya,In-Store,1,5000000,0,RTN-03
TRX580,2024-12-30 19:40:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,10,SHP-01
TRX581,2024-01-15 09:00:00,iPhone 15,Smartphone,Hana Yuliana,Jakarta,Website,1,21000000,15,DLV-02
TRX582,2024-02-15 16:00:00,Samsung Galaxy S24,Smartphone,Indra Maulana,Medan,Mobile App,1,18500000,15,DLV-02
TRX583,2024-03-15 20:30:00,Sony WH-1000XM5,Audio,Joko Susilo,Jakarta,In-Store,2,5500000,0,DLV-02
TRX584,2024-04-15 10:00:00,Dell XPS 15,Laptop,Kartika Sari,Semarang,Website,1,32000000,20,SHP-01
TRX585,2024-05-15 12:45:00,Apple Watch Series 9,Aksesoris,Lina Marlina,Surabaya,Mobile App,1,7500000,10,DLV-02
TRX586,2024-06-15 17:30:00,MacBook Air M2,Laptop,Mega Wati,Jakarta,Website,1,23000000,15,DLV-02
TRX587,2024-07-15 22:00:00,JBL Charge 5,Audio,Nanda Putra,Bandung,In-Store,1,2500000,0,DLV-02
TRX588,2024-08-15 14:30:00,Samsung Odyssey G9,Monitor,Putri Amelia,Jakarta,Mobile App,1,28000000,20,SHP-01
TRX589,2024-09-15 11:30:00,Logitech MX Master 3S,Aksesoris,Siti Lestari ,Bandung,Website,1,1800000,10,DLV-02
TRX590,2024-10-15 19:00:00,Google Pixel 8,Smartphone,Budi Santoso,Jakarta,Mobile App,1,15000000,15,DLV-02
TRX591,2024-11-15 13:30:00,AirPods Pro 2,Audio,Agus Wijaya,Jakarta,In-Store,1,4000000,0,DLV-02
TRX592,2024-12-15 16:30:00,ASUS ROG Zephyrus G14,Laptop,Dewi Puspita,Surabaya,Website,1,29500000,20,DLV-02
TRX593,2024-01-20 18:50:00,Anker PowerCore 10000,Aksesoris, Eko Prasetyo ,Yogyakarta,Mobile App,1,500000,10,DLV-02
TRX594,2024-02-20 21:15:00,LG UltraGear 27,Monitor,Fitri Handayani,Bandung,Website,1,9500000,15,DLV-02
TRX595,2024-03-20 15:00:00,Xiaomi 14,Smartphone,Gilang Ramadhan,Surabaya,In-Store,1,12000000,0,DLV-02
TRX596,2024-04-20 12:20:00,Lenovo ThinkPad X1 Carbon,Laptop,Hana Yuliana,Jakarta,Mobile App,1,35000000,20,SHP-01
TRX597,2024-05-20 09:45:00,Bose QuietComfort Ultra,Audio,Indra Maulana,Medan,Website,1,6200000,10,DLV-02
TRX598,2024-06-20 11:00:00,HP Spectre x360,Laptop,Joko Susilo,Jakarta,Mobile App,1,26000000,15,CNL-04
TRX599,2024-07-20 17:30:00,Samsung Galaxy Watch 6,Aksesoris,Kartika Sari,Semarang,In-Store,1,5000000,0,DLV-02
TRX600,2024-08-20 20:10:00,Razer Blade 15,Laptop,Budi Santoso,Jakarta,Website,1,42000000,20,SHP-01
TRX601,2024-01-18 09:00:00,iPhone 15,Smartphone,Lina Marlina,Surabaya,Website,1,21000000,5,DLV-02
TRX602,2024-02-18 16:30:00,Samsung Galaxy S24,Smartphone,Mega Wati,Jakarta,Mobile App,1,18500000,5,RTN-03
TRX603,2024-03-18 21:00:00,Sony WH-1000XM5,Audio,Nanda Putra,Bandung,In-Store,1,5500000,0,DLV-02
TRX604,2024-04-18 10:30:00,Dell XPS 15,Laptop,Putri Amelia,Jakarta,Website,1,32000000,10,SHP-01
TRX605,2024-05-18 13:15:00,Apple Watch Series 9,Aksesoris,Siti Lestari ,Bandung,Mobile App,1,7500000,5,DLV-02
TRX606,2024-06-18 18:00:00,MacBook Air M2,Laptop,Budi Santoso,Jakarta,Website,1,23000000,10,DLV-02
TRX607,2024-07-18 22:30:00,JBL Charge 5,Audio,Agus Wijaya,Jakarta,In-Store,1,2500000,0,DLV-02
TRX608,2024-08-18 15:00:00,Samsung Odyssey G9,Monitor,Dewi Puspita,Surabaya,Mobile App,1,28000000,10,SHP-01
TRX609,2024-09-18 12:00:00,Logitech MX Master 3S,Aksesoris, Eko Prasetyo ,Yogyakarta,Website,1,1800000,5,DLV-02
TRX610,2024-10-18 19:30:00,Google Pixel 8,Smartphone,Fitri Handayani,Bandung,Mobile App,1,15000000,5,DLV-02
TRX611,2024-11-18 14:00:00,AirPods Pro 2,Audio,Gilang Ramadhan,Surabaya,In-Store,2,4000000,0,DLV-02
TRX612,2024-12-18 17:00:00,ASUS ROG Zephyrus G14,Laptop,Hana Yuliana,Jakarta,Website,1,29500000,10,DLV-02
TRX613,2024-01-22 18:50:00,Anker PowerCore 10000,Aksesoris,Indra Maulana,Medan,Mobile App,1,500000,5,DLV-02
TRX614,2024-02-22 21:15:00,LG UltraGear 27,Monitor,Joko Susilo,Jakarta,Website,1,9500000,5,DLV-02
